date,brand,name_product,old_price,new_price,detail,discount,%
23.04.2021, Brother, Mobile,546.0,399.0,,147.0,26.92
24.04.2021,Lian,Li,175.0,149.0,,26.0,14.86
25.04.2021,Meural,MC,369.0,284.0,,85.0,23.04
26.04.2021,LG,HU,2159.0,1699.0,,460.0,21.31
27.04.2021,SteelSeries,Arctis,329.0,269.0,,60.0,18.24
28.04.2021,Nuki,Barillet,309.0,239.0,,70.0,22.65
29.04.2021,Adobe,Creative,149.0,99.0,,50.0,33.56
30.04.2021,Xtorm,XB,159.0,129.0,,30.0,18.87
01.05.2021,Samsung,HW,249.0,199.0,,50.0,20.08
02.05.2021,NewStar,FPMA,125.0,99.0,,26.0,20.8
03.05.2021,Samsung,Odyssey,573.0,399.0,,174.0,30.37
04.05.2021,Dell,Vostro,999.99,729.0,,270.99,27.1
05.05.2021,Sony,Alpha,1628.0,1199.0,,429.0,26.35
06.05.2021,Formuler,Z8,142.0,113.0,,29.0,20.42
07.05.2021,Apple,iPhone,765.0,699.0,,66.0,8.63
08.05.2021,Corsair,HS,199.0,139.0,,60.0,30.15
09.05.2021,Arozzi,Arena,357.0,289.0,,68.0,19.05
10.05.2021,digitec,connect,300.0,180.0,,120.0,40.0
11.05.2021,Samsung,Galaxy,669.0,549.0,,120.0,17.94
12.05.2021,Acer,Swift,899.0,749.0,,150.0,16.69
13.05.2021,Sandisk,ExtremePro,204.0,149.0,,55.0,26.96
14.05.2021,Ergotron,Bras,151.0,119.0,,32.0,21.19
15.05.2021,Sandisk,Ultra,88.0,63.0,,25.0,28.41
16.05.2021,One,for,210.0,169.0,,41.0,19.52
17.05.2021,Apple,MacBook,1499.0,1349.0,,150.0,10.01
18.05.2021,Jabra,Elite,95.7,69.0,,26.7,27.9
19.05.2021,Lenovo,ThinkPad,1789.0,1499.0,,290.0,16.21
20.05.2021,Collective, Minds,80.8,59.9,,20.9,25.87
21.05.2021,Brother,QL,185.0,139.0,,46.0,24.86
22.05.2021,Netatmo,Detecteur,379.0,249.0,,130.0,34.3
23.05.2021,Dell,Latitu,939.0,599.0,,340.0,36.21
24.05.2021,Sony,KE,1099.0,749.0,,350.0,31.85
25.05.2021,EAOC,27G2AE,285.0,179.0,,106.0,37.19
26.05.2021,Lenovo,Tab,599.0,499.0,,100.0,16.69
27.05.2021,Creality,CR,453.0,379.0,,74.0,16.34
28.05.2021,Acer,K272HLE,179.0,99.0,,80.0,44.69
29.05.2021,Logitech,G,199.0,169.0,,30.0,15.08
30.05.2021,Devolo,Kit,299.0,219.0,,80.0,26.76
31.05.2021,Logitech,MX,95.0,69.0,,26.0,27.37
01.06.2021,Apple,Watch,415.0,365.0,,50.0,12.05
02.06.2021,Xgimi,Projecteur,666.0,549.0,,117.0,17.57
03.06.2021,Xiaomi,Mi,335.0,269.0,,66.0,19.7
04.06.2021,Panasonic, Set,40.2,29.0,,11.2,27.86
05.06.2021,Astro,Gaming,319.0,219.0,,100.0,31.35
06.06.2021,OPPO,Watch,246.0,199.0,,47.0,19.11
07.06.2021,ASUS,VivoBook,999.0,799.0,,200.0,20.02
08.06.2021,Sony,Cyber,1199.0,949.0,,250.0,20.85
09.06.2021,ASUS,Zenfone,769.0,669.0,,100.0,13.0
10.06.2021,Urbanista,Stockholm,62.3,44.0,,18.3,29.37
11.06.2021,Netgear,Systeme,299.0,239.0,,60.0,20.07
12.06.2021,Xqisit,Powerbank,89.0,59.0,,30.0,33.71
14.06.2021,Apple,iPad,589.0,529.0,,60.0,10.19
15.06.2021,Samsung,T7,88.0,59.5,,28.5,32.39
17.06.2021,Philips,Hue,120.0,99.0,,21.0,17.5
18.06.2021,B&O,BeoPlay,299.0,288.0,,11.0,3.68
19.06.2021,Zoom,Audiorecorder,148.0,119.0,,29.0,19.59
20.06.2021,Netgear,Hotspot,349.0,299.0,,50.0,14.33
21.06.2021,ASUS,VP,274.0,199.0,,75.0,27.37
22.06.2021,Samsung,Evo,79.0,59.0,,20.0,25.32
23.06.2021,Dji,Gimbal,123.0,75.0,,48.0,39.02
24.06.2021,Samsung,SmartTag,49.9,39.0,,10.9,21.84
25.06.2021,Norton,Premium,55.0,29.0,,26.0,47.27
26.06.2021,Aukey,Omnia,64.0,49.0,,15.0,23.44
27.06.2021,tolino,Shine,168.9,134.0,,34.9,20.66
28.06.2021,AOC,C24G2U,249.0,149.0,,100.0,40.16
29.06.2021,Jabra,Evolve,157.0,129.0,,28.0,17.83
01.07.2021,Bowers,Wilkins,302.0,229.0,,73.0,24.17
02.07.2021,Philips,Hue,82.4,64.0,,18.4,22.33
03.07.2021,Razer,BlackWidow,159.0,119.0,,40.0,25.16
04.07.2021,Suunto,Titanium,499.0,349.0,,150.0,30.06
06.07.2021,Dell,Vostro,999.0,729.0,,270.0,27.03
07.07.2021,Crucial,X6,509.0,379.0,,130.0,25.54
08.07.2021,Rexel,Déchiqueteuse,254.0,199.0,,55.0,21.65
09.07.2021,Philips,Somneo,209.0,159.0,,50.0,23.92
10.07.2021,Nuki,Essential,259.0,199.0,,60.0,23.17
11.07.2021,Corsair,K100,259.0,199.0,,60.0,23.17
12.07.2021,Samsung,QE,640.0,499.0,,141.0,22.03
13.07.2021,Bose,SoundSport,142.0,89.0,,53.0,37.32
14.07.2021,Joule,Performance,415.0,299.0,,116.0,27.95
15.07.2021,Joule,Performance,3999.0,3399.0,,600.0,15.0
16.07.2021,Arlo,Set,741.0,499.0,,242.0,32.66
17.07.2021,Canon,Boitier,1059.0,789.0,,270.0,25.5
18.07.2021,Energizer,Set,39.8,29.0,,10.8,27.14
19.07.2021,Samsung,U28E590D,289.0,199.0,,90.0,31.14
20.07.2021,Adobe,Creative,149.0,99.0,,50.0,33.56
21.07.2021,Crucial,Ballistix,97.0,69.0,,28.0,28.87
22.07.2021,IT,Dusters,78.4,50.0,,28.4,36.22
23.07.2021,ASUS,ZenWiFi,419.0,329.0,,90.0,21.48
24.07.2021,Tile,Essentials,79.0,55.0,,24.0,30.38
25.07.2021,Sony,WF,133.0,89.0,,44.0,33.08
27.07.2021,Acer,Swift,549.0,429.0,,120.0,21.86
28.07.2021,DXRacer,Drifting,357.0,229.0,,128.0,35.85
29.07.2021,Devolo,Kit,299.0,219.0,,80.0,26.76
30.07.2021,Sony,Cyber,419.0,319.0,,100.0,23.87
31.07.2021,Xtorm,Chargeur,45.6,35.0,,10.6,23.25
04.08.2021,Sandisk,Extreme,58.7,44.0,,14.7,25.04
05.08.2021,Desinfect,pro,243.0,199.0,,44.0,18.11
06.08.2021,Netgear,Nighthawk,279.0,199.0,,80.0,28.67
07.08.2021,Canon,Imprimante,115.0,89.0,,26.0,22.61
08.08.2021,Sony,h,195.0,139.0,,56.0,28.72
09.08.2021,Apple,iPhone,1019.0,849.0,,170.0,16.68
10.08.2021,Acer,Nitro,285.0,179.0,,106.0,37.19
11.08.2021,Apple,MacBook,1649.0,1299.0,,350.0,21.22
12.08.2021,ASUS,ROG,275.0,229.0,,46.0,16.73
13.08.2021,Sony,Kit,1049.0,777.0,,272.0,25.93
14.08.2021,Brother,MFC,327.0,259.0,,68.0,20.8
15.08.2021,BlueLounge,CableBox,41.9,29.0,,12.9,30.79
16.08.2021,Captiva,R59,4699.0,3999.0,,700.0,14.9
17.08.2021,Panasonic,Kit,64.5,45.0,,19.5,30.23
18.08.2021,Microsoft,Office,149.0,74.0,,75.0,50.34
19.08.2021,Kingston,A2000,104.0,79.0,,25.0,24.04
20.08.2021,Razer,Basilic,169.0,119.0,,50.0,29.59
21.08.2021,Canon,EOS,1180.0,949.0,,231.0,19.58
22.08.2021,Linksys,Velop,456.0,249.0,,207.0,45.39
24.08.2021,ASUS,VivoBook,899.0,699.0,,200.0,22.25
25.08.2021,SumUp,Terminal,175.0,119.0,,56.0,32.0
26.08.2021,Acer,Nitro,1599.0,1299.0,,300.0,18.76
27.08.2021,Samsung,Evo,23.0,15.0,,8.0,34.78
28.08.2021,DXRacer,Gaming,323.0,219.0,,104.0,32.2
29.08.2021,Devolo,Répétiteur,87.0,65.0,,22.0,25.29
31.08.2021,Logitech,G,263.0,219.0,,44.0,16.73
01.09.2021,Sandisk,Ultra,175.0,119.0,,56.0,32.0
02.09.2021,Sony,Kit,469.0,379.0,,90.0,19.19
03.08.2021,TP-Link,Deco,399.0,239.0,,160.0,40.1
04.09.2021,Dji,Gimbal,119.0,75.0,,44.0,36.97
05.09.2021,Netgear,Système,639.0,459.0,,180.0,28.17
06.09.2021,Razer,Chaise,499.0,399.0,,100.0,20.04
07.09.2021,Apple,iPhone,529.0,475.0,,54.0,10.21
08.09.2021,Joule,Performance,3549.0,2999.0,,550.0,15.5
09.09.2021,AOC,AGON,599.0,299.0,,300.0,50.08
10.09.2021,Nintendo,Mario,93.2,74.0,,19.2,20.6
11.09.2021,Deltaco,GAM,231.0,199.0,,32.0,13.85
12.09.2021,Lenovo,Smart,73.2,55.0,,18.2,24.86
13.09.2021,Sony,KE,905.0,599.0,,306.0,33.81
14.09.2021,Corsair,RM,115.0,79.0,,36.0,31.3
15.09.2021,Apple,MacBook,1679.0,1479.0,,200.0,11.91
16.09.2021,Seagate,Game,75.0,56.0,,19.0,25.33
18.09.2021,PNY,PRO,46.1,33.0,,13.1,28.42
19.09.2021,Logitech,Keys,62.6,42.0,,20.6,32.91
20.09.2021,Sony,Cyber,506.0,379.0,,127.0,25.1
21.09.2021,Apple,iPhone,759.0,709.0,,50.0,6.59
22.09.2021,ASUS,ZenBook,1199.0,949.0,,250.0,20.85
23.09.2021,Nuki,Barillet,309.0,239.0,,70.0,22.65
24.09.2021,Acer,Nitro,269.0,189.0,,80.0,29.74
25.09.2021,Anycubic,i3,281.0,219.0,,62.0,22.06
26.09.2021,Norton,Deluxe,48.0,20.0,,28.0,58.33
27.09.2021,Samsung,Portable,82.0,53.0,,29.0,35.37
28.09.2021,Sony,KE,1523.0,1199.0,,324.0,21.27
29.09.2021,Sony,WH,399.0,269.0,,130.0,32.58
30.09.2021,Samsung,LS,399.0,289.0,,110.0,27.57
01.10.2021,Netgear,Hotspot,359.0,279.0,,80.0,22.28
02.10.2021,EcoFlow,Centrale,706.0,555.0,,151.0,21.39
03.10.2021,Thunr,X3,196.0,149.0,,47.0,23.98
04.10.2021,Samsung,QE,1064.0,899.0,,165.0,15.51
05.10.2021,Dell,Vostro,949.0,799.0,,150.0,15.81
06.10.2021,Arlo,Pro,849.0,669.0,,180.0,21.2
07.10.2021,Sandisk,Extreme,195.0,159.0,,36.0,18.46
08.10.2021,AOC,27G2U,265.0,165.0,,100.0,37.74
09.10.2021,Vitesse,NE,199.0,119.0,,80.0,40.2
10.10.2021,GoCrucial,MX,105.0,79.0,,26.0,24.76
11.10.2021,Dell,UltraSharp,669.0,529.0,,140.0,20.93
13.10.2021,ASUS,ZenBook,1299.0,999.0,,300.0,23.09
14.10.2021,Dell,OptiPlex,921.0,749.0,,172.0,18.68
15.10.2021,Bowers,Wilkins,314.0,219.0,,95.0,30.25
16.10.2021,Denon,Barre,869.0,629.0,,240.0,27.62
17.10.2021,Philips,Hue,152.0,119.0,,33.0,21.71
18.10.2021,Acer,Nitro,1599.0,1299.0,,300.0,18.76
19.10.2021,Samsung,Evo,37.0,30.0,,7.0,18.92
21.10.2021,Xqisit,OE,99.0,60.0,,39.0,39.39
22.10.2021,Brother,ADS,317.0,255.0,,62.0,19.56
23.10.2021,RODE,Wireless,169.0,129.0,less GO Vidéographie champ dapplication,40.0,23.67
24.10.2021,UE,Boom,183.0,111.0,3,72.0,39.34
25.10.2021,Logitech,MX,89.0,69.0,3 Sans fil,20.0,22.47
27.10.2021,Energizer,Recharge,46.6,29.9,Maxi Kit (piles rechargeables + chargeur 8pcs AA AAA 2000mAh),16.7,35.84
28.10.2021,Thunder,X3,202.0,139.0,Yama1,63.0,31.19
30.10.2021,LG,Wing,849.0,699.0,128 Go Aurora Gray 6.80  Double SIM hybride 64 Mpx 5G,150.0,17.67
31.10.2021,Beosound,Stage,1326.0,1099.0,bluetooth WiFi Airplay 2 multipaires,227.0,17.12
01.11.2021,ASUS,ZenBook,1899.0,1499.0,S 13.90  Intel Core i7-1165G7 16 Go 1000 Go,400.0,21.06
02.11.2021,LG,UltraGear,249.0,179.0, 27GN600-B 27  1920 x 1080 pixels,70.0,28.11
03.11.2021,Varta,Longlife,37.8,22.9,Power set (48 pcs AAA / LR03 / Micro / AA / LR6 / Mignon),14.9,39.42
04.11.2021,Joule,Performance,427.0,299.0,Raid Alcantara23223200:00:00,128.0,29.98
05.11.2021,Samsung,Bar,44.0,27.0,Plus V1 2x Bundle 64 Go USB Type A 3.0 3.1,17.0,38.64
06.11.2021,realme,GT,341.0,279.0,Master 128 Go Cosmos Black 6.43  Double SIM 64 Mpx 5G,62.0,18.18
07.11.2021,Moleskine,Smart,160.0,129.0,Writing Set Ellipse A5 rayures PointillÃ©s couverture rigide,31.0,19.38
08.11.2021,Acer,Nitro,1599.0,1349.0,50 Intel Core i7-11700F 16 Go 1024 Go SSD,250.0,15.63
09.11.2021,TP,Link,25.9,18.0,TL-SG105 5 Ports,7.9,30.5
10.11.2021,Targus,DV,229.0,189.0,4K universel 2 x HDMI 2 x DisplayPort 60 W USB Type A USB C,40.0,17.47
13.11.2021,Kingston,XS,268.0,229.0,2000 2000 Go,39.0,14.55
14.11.2021,Pure,Evoquer,249.0,199.0,C-D4 DAB+ DAB FM Bluetooth,50.0,20.08
15.11.2021,Acer,Nitro,1199.0,899.0,5 15.60  Intel Core i5-11400H 16 Go 1000 Go,300.0,25.02
16.11.2021,Logitech,brio,199.0,139.0,stream 8.80 Mpx,60.0,30.15
17.11.2021,ToWD,Elements,338.0,259.0,Desktop 14 To,79.0,23.37
18.11.2021,QNAP,TS,655.0,489.0,-451+-8G 0 To,166.0,25.34
19.11.2021,Samsung,LS,259.0,159.0,27AM500NRXEN 27  1920 x 1080 pixels,100.0,38.61
20.11.2021,Netgear,Système,464.0,349.0,mesh Orbi WiFi 6 AX4200 RBK752,115.0,24.78
21.11.2021,Energizer,Ultimate,47.6,35.9,Lithium 20er Set (20Stk AA / LR6 / Mignon) ,11.7,24.58
22.11.2021,Dell,UltraSharp,413.0,319.0,U2722D 27  2560 x 1440 pixels,94.0,22.76
23.11.2021,Microsoft,Xbox,303.9,259.0,Series S + Game Pass Ultimate 3 mois100:00:00,44.9,14.77
24.11.2021,Dell,Latitu,1264.0,929.0,de 5520 15.60  Intel Core i5-1135G7 16 Go 256 Go,335.0,26.5
25.11.2021,Rode,videoMic,179.0,139.0,Pro R,40.0,22.35
27.11.2021,Zoom,H5,238.0,199.0,portable,39.0,16.39
28.11.2021,MSI,MPG,156.0,99.0,X570 Gaming Plus AM4 AMD X570 ATX,57.0,36.54
30.11.2021,MSI,Delta,1849.0,1499.0,15 15.60  AMD Ryzen 9 5900HX 16 Go 1000 Go,350.0,18.93
26.12.2021,ASUS,ROG,2244.0,1799.0,Zephyrus G14 14  AMD Ryzen 9 5900HS 32 Go 1000 Go,445.0,19.83
28.12.2021,Varta,LCD,42.7,29.9,Plug Charger kit (8pcs AA et AAA 100mAh piles et chargeur),12.8,29.98
29.12.2021,Microsoft,Office,279.0,199.0,Famille et Petite Entreprise 2021 (Illimité 1,80.0,28.67
30.12.2021,Acer,Aspire,749.0,599.0,5 15.60  AMD Ryzen 5 5500U 16 Go 512 Go,150.0,20.03
31.12.2021,Apple,iPhone,999.0,889.0,11 Pro 256 Go Gris sidéral 5.80  SIM + eSIM 12 Mpx 4G,110.0,11.01
01.01.2022,Aukey,Pro,55.0,25.0,2 Mpx,30.0,54.55
02.01.2022,Xtorm,USB,83.8,59.0,Charger XA031 Travel Bundle 65 W Quick Charge 3.0 Power Delivery 3.0,24.8,29.59
03.01.2022,Acer,Nitro,267.0,169.0,VG272P 27  1920 x 1080 pixels,98.0,36.7
04.01.2022,Dell,Latitude,1199.0,899.0,3420 14  Intel Core i5-1145G7 16 Go 512 Go,300.0,25.02
05.01.2022,Nextbase,GW,341.0,259.0,récepteur GPS 4K,82.0,24.05
06.01.2022,smarts,VoltHub,138.0,95.0,20000 mAh 160 W,43.0,31.16
07.01.2022,Energizer,Max,59.7,32.9,Alkaline Set (60 pcs AAA AA),26.8,44.89
08.01.2022,Samsung,Galaxy,620.0,539.0,S20 FE 5G EU 128 Go Cloud Navy 6.50  Double SIM hybride 12 Mpx 5G,81.0,13.06
11.01.2022,ASUS,ROG,2945.0,2299.0,Strix SCAR 17 17.30  AMD Ryzen 9 5900HX 16 Go 1000 Go,646.0,21.94
12.01.2022,L33T,Energy,200.0,149.0,,51.0,25.5
13.01.2022,HP,Victus,999.0,799.0,16.10  AMD Ryzen 5 5600H 16 Go 512 Go,200.0,20.02
14.01.2022,Rolling,Square,36.9,24.9,inCharge X6 0.07 m,12.0,32.52
15.01.2022,Devolo,Répétiteur,73.0,49.0,WiFi 5 1200600:00:00,24.0,32.88
16.01.2022,Blue,Yeti,120.0,99.0,Studio Broadcast home studio Vidéographie baladodiffusion,21.0,17.5
17.01.2022,Acer,Aspire,899.0,699.0,5 15.60  AMD Ryzen 7 5700U 16 Go 1000 Go,200.0,22.25
18.01.2022,Dell,P2422H,239.0,189.0,24  1920 x 1080 pixels,50.0,20.92
19.01.2022,prolongation,garantieEpson,,399.0,ET-5170 EcoTank Réservoir dencre Couleur,,
20.01.2022,Samsung,Galaxy,999.0,888.0,Z Flip3 5G CH 256 Go Phantom Black 6.70  SIM + eSIM 12 Mpx 5G,111.0,11.11
21.01.2022,Microsoft,Casque,85.1,65.0,sans fil moderne Sans fil,20.1,23.62
22.01.2022,Netatmo,Sonnette,305.0,235.0,vidéo connecter WiFi,70.0,22.95
23.01.2022,Bose,Sleepbuds,237.0,189.0,II8400:00:00,48.0,20.25
24.01.2022,LG,HU,2095.0,1689.0,80KSW Presto 4K 2500 lm 4k Enhanced Laser 30 dB,406.0,19.38
25.01.2022,Acer,Nitro,1599.0,1299.0,N50 Intel Core i7-11700F 16 Go 1024 Go SSD,300.0,18.76
26.01.2022,Netgear,RAX,399.0,239.0,120 Nighthawk,160.0,40.1
27.01.2022,Norton,360,48.4,29.0,Deluxe (15 Mt. 5x Android iOs Windows Mac version complète),19.4,40.08
28.01.2022,Canon,PIXMA,61.6,35.0,TS3450 Encre Couleur,26.6,43.18
29.01.2022,Aftershokz,OpenMove,99.0,66.0,,33.0,33.33
30.01.2022,Noxon,Jura,262.0,199.0,webradio DAB+ DAB WiFi Bluetooth,63.0,24.05
31.01.2022,ASUS,ZenBook,1299.0,949.0,13 13.30  Intel Core i7-1165G7 16 Go 512 Go,350.0,26.94
01.02.2022,Samsung,Portable,138.0,109.0,T7 Touch (1000 GB),29.0,21.01
03.02.2022,Sandisk,Nintendo,50.9,39.0,Switch microSDXC 256 Go U3 UHS-I,11.9,23.38
04.02.2022,MSI,Katana,1599.0,1299.0,GF76 17.30  Intel Core i7-11800H 8 Go 512 Go,300.0,18.76
05.02.2022,IT,Dusters,78.4,50.0,CompuCleaner Xpert,28.4,36.22
06.02.2022,Drift,DR,309.0,229.0,,80.0,25.89
07.02.2022,Samsung,HW,970.0,699.0,-Q950T 1 x 546 W,271.0,27.94
08.02.2022,Sony,OLED,1451.0,999.0,XR55A80J 4K OLED 2021 55 ,452.0,31.15
09.02.2022,Logitech,G,109.0,79.0,G502 Lightspeed Sans fil,30.0,27.52
10.02.2022,BenQ,PD,713.0,579.0,3200U 3840 x 2160 pixels 32 ,134.0,18.79
11.02.2022,Vitesse,Ultimate,119.0,79.0,491 NE-1160 111,40.0,33.61
12.02.2022,King,Controller,260.0,209.0,Gachette numérique et bumper PS5,51.0,19.62
13.02.2022,RODE,Wireless,163.0,129.0,GO Vidéographie champ dapplication,34.0,20.86
14.02.2022,Samsung,LU,369.0,249.0,28R550UQRXEN 3840 x 2160 pixels 28 ,120.0,32.52
15.02.2022,Acer,Aspire,549.0,439.0,3 15.60  Intel Core i3-1115G4 8 Go 256 Go,110.0,20.04
16.02.2022,Samsung,Galaxy,979.0,777.0,S21+ 256 Go Phantom Black 6.70  Double SIM 12 Mpx 5G,202.0,20.63
17.02.2022,Arlo,Ultra,953.0,639.0,2 VMS5440B-200EUS 4er-Set 3840 x 2160 pixels,314.0,32.95
18.02.2022,Canon,Imprimante,125.0,89.0,photo mobile Zoemini Thermodirecte Couleur,36.0,28.8
19.02.2022,Philips,TAT,121.0,49.0,8505 ANC,72.0,59.5
20.02.2022,Pure,Evoke,399.0,299.0,C-F6 webradio DAB+ DAB WiFi Bluetooth,100.0,25.06
21.02.2022,Adobe,Creative,149.0,99.0,Cloud Photography Plan 20 go,50.0,33.56
22.02.2022,Intel,Core,629.0,479.0,i9-12900K LGA 1700 3.20 GHz 16 -Core,150.0,23.85
23.02.2022,HP,ProBook,934.0,699.0,455 G8 15.60  AMD Ryzen 7 5800U 16 Go 512 Go,235.0,25.16
24.02.2022,Crucial,X6,125.0,85.0,1000go,40.0,32.0
25.02.2022,Brother,HL,289.0,249.0,L5100dn Laser/LED Noir et blanc,40.0,13.84
26.02.2022,Wacom,Intuos,179.0,109.0,M USB 2540 lpi,70.0,39.11
27.02.2022,Urbanista,Los,164.0,119.0,Angeles ANC,45.0,27.44
28.02.2022,Apple,MacBook,1499.0,1299.0,Air Late 2020 13.30  M1 16 Go 512 Go,200.0,13.34
01.03.2022,Apple,iPhone,789.0,738.0,12 128 Go Noir 6.10  SIM + eSIM 12 Mpx 5G,51.0,6.46
02.03.2022,Dji,FPV,1179.0,959.0,Combo 20 min 795 g 12 Mpx,220.0,18.66
03.03.2022,Samsung,The,3277.0,2599.0,Premiere LSP7 120 pouces 4K 2200 lm WiFi Laser 32 dB,678.0,20.69
04.03.2022,Crucial,Laptop,152.0,109.0,Memory 1 x 32GB DDR4-3200 SO-DIMM 260 broches,43.0,28.29
05.03.2022,AOC,CU,619.0,449.0,34G3S/BK 3440 x 1440 pixels 34 ,170.0,27.46
06.03.2022,Philips,Hue,133.0,99.0,White & Color Ambiance BT kit de démarrage E27 6.50 W,34.0,25.56
07.03.2022,Lenovo,ThinkPad,949.0,699.0,E14 Gen 2 14  AMD Ryzen 7 4700U 16 Go 1000 Go,250.0,26.34
09.03.2022,Arozzi,Arena,299.0,259.0,14300:00:00,40.0,13.38
10.03.2022,Aukey,Sprint,95.0,75.0,Ultra 26800 mAh 65 W,20.0,21.05
11.03.2022,Canon,Boitierr,899.0,749.0,EOS RP 26.20 Mpx Plein format,150.0,16.69
12.03.2022,Polaroid,Hi,92.0,75.0,-Print 2x3 Pock Thermodirecte Couleur,17.0,18.48
13.03.2022,Teufel,Soixante,326.0,259.0,webradio DAB+ DAB Bluetooth,67.0,20.55
14.03.2022,Sony,OLED,1283.0,949.0,KE-48A9 4K OLED 2020 48 ,334.0,26.03
15.03.2022,Dell,Latitu,799.0,599.0,de 3520 15.60  Intel Core i5-1135G7 8 Go 256 Go,200.0,25.03
16.03.2022,Acer,Nitro,262.0,179.0,VG272S 1920 x 1080 pixels 27 ,83.0,31.68
17.03.2022,Crucial,50,233.0,169.0,/1ToCrucial X8 2000 Go,64.0,27.47
18.03.2022,Dji,Action,364.0,289.0,2 Power Combo 120p 4K,75.0,20.6
19.03.2022,CoreParts,W126091221,75.0,59.0, chargeur de batterie Lithium 20000mAh 65w,16.0,21.33
20.03.2022,Energizer,Recharge,52.4,29.9,Maxi Kit 8 pcs AA AAA 2000mAh + piles + chargeur,22.5,42.94
21.03.2022,Apple,Watch,449.0,385.0,Series 7 45mm Alu,64.0,14.25
22.03.2022,ASUS,VivoBook,799.0,529.0,14 14  Intel Core i5-1135G7 8 Go 512 Go,270.0,33.79
23.03.2022,Norton,360,55.1,29.0,Premium (1 j Windows Mac Os iOS Android Version complete,26.1,47.37
24.03.2022,Nacon,Gaming,149.0,99.0,Revolution Unlimited Pro PS4,50.0,33.56
25.03.2022,Arlo,Ultra,606.0,479.0,2 VMS5240B-200EUS 2er-Set 3840 x 2160 pixels,127.0,20.96
26.03.2022,Sandisk,Extreme,112.0,79.0,Pro microSD A2 microSDXC 512 Go U3 UHS-I,33.0,29.46
27.03.2022,tolino,Vision,205.9,160.0,6 housse Origami incl. 7  16 Go,45.9,22.29
28.03.2022,Sony,WF,89.0,69.0,-1000XM3 ANC,20.0,22.47
29.03.2022,HP,Omen,1599.0,1249.0,16.10  AMD Ryzen 7 5800H 16 Go 1000 Go,350.0,21.89
31.03.2022,Microsoft,Surface,69.0,49.0,Arc Sans fil,20.0,28.99
01.04.2022,WD,Red,223.0,189.0,Plus 8 To 3.5 CMR,34.0,15.25
02.04.2022,Belkin,Chargeur,102.0,75.0,2 en 1 Boost Charge Pro avec MagSafe 15 W,27.0,26.47
03.04.2022,Max,Hauri,50.9,35.0,Set gestion câbles,15.9,31.24
04.04.2022,Dji,Mavic,1059.0,789.0,Air 2 Fly More Combo 34 min 570 g 48 Mpx,270.0,25.5
05.04.2022,Logitech,MX,95.0,69.0,Master 3 Sans fil,26.0,27.37
06.04.2022,Lenovo,IdeaPad,649.0,399.0,Flex 5 156 Intel Core i3-1115G4 8go 256 go,250.0,38.52
07.04.2022,Logitec,SteamCam,125.0,89.0,2mpx,36.0,28.8
08.04.2022,Netgear,Système,690.0,439.0,mesh Orbi Wifi 6 AX4200,251.0,36.38
09.04.2022,Nintendo,Paper,40.0,28.9,Mario: The Origami King (switch multilingue),11.1,27.75
10.04.2022,Klipsch,The,929.0,699.0,Fives 1 paire 320 W,230.0,24.76
11.04.2022,Acer,Aspire,899.0,649.0,5 15.60  AMD Ryzen 7 5700U 16 Go 1000 Go,250.0,27.81
12.04.2022,Logitech,Ergo,188.0,149.0,Bundle K860 + MX Vertical CH Sans fil,39.0,20.74
13.04.2022,Varta,Longlife,37.8,22.0,Power Set 48 pcs AAA AA,15.8,41.8
14.04.2022,Acer,RT,189.0,99.0,240Y 1920 x 1080 pixels 24 ,90.0,47.62
15.04.2022,Nothing,Ear,95.0,79.0,1,16.0,16.84
16.04.2022,Philips,TAM,273.0,199.0,8905/10 1 x 100 W Spotify Connect Bluetooth WiFi Lecteur de CD,74.0,27.11
17.04.2022,Xtorm,XP,445.0,349.0,300U Power Station,96.0,21.57
18.04.2022,Microsoft,Surface,87.6,50.0,Keyboard CH Sans fil,37.6,42.92
19.04.2022,Dji,Mavic,5199.0,4499.0,3 Cine Premium Combo 46 min 899 g 20 Mpx,700.0,13.46
20.04.2022,Energizer,Kit,75.0,29.0,Max Alcaline 60 pcs AAA AA,46.0,61.33
21.04.2022,Dell,Latitu,1701.0,1199.0,de 7420 14  Noyau i7-1185G7 16 Go 512 Go,502.0,29.51
22.04.2022,WD,Black,199.0,149.0,SN850 with Heatsink [Retail]1000 Go M.2 22801100:00:00,50.0,25.13
23.04.2022,Razer,Hammerhead,149.0,99.0,True Wireless Pro3000:00:00,50.0,33.56
24.04.2022,Denon,CEOL,526.0,429.0,N102 x 65 W Lecteur de CD WiFi Bluetooth Multiroom Airplay Spotify Connect4400:00:00,97.0,18.44
25.04.2022,ASUS,TUF,339.0,249.0,Gaming VG27AQ1A2560 x 1440 pixels 27 3300:00:00,90.0,26.55
26.04.2022,ASUS,ZenBook,1449.0,979.0,14 Flip OLED14  AMD Ryzen 7 5800H 16 Go 512 Go00:00:00,470.0,32.44
27.04.2022,Joule,Force,2499.0,1799.0,Nuke RTX 3070TI II7 SEIntel Core i7-11700F 16 Go 1000 Go SSD00:00:00,700.0,28.01
28.04.2022,Withings,ScanWatch,253.0,209.0,42 mm Acier inoxydable33100:00:00,44.0,17.39
29.04.2022,TP,Link,60.1,45.0,RÃ©pÃ©titeur Wi-Fi RE5501300 Mbit/s 600 Mbit/s4600:00:00,15.1,25.12
