date,brand,name_product,old_price,new_price,detail
02.09.2021,Sony,Kit,469,379,nan
03.08.2021,TP-Link,Deco,399,239,nan
04.09.2021,Dji,Gimbal,119,75,nan
05.09.2021,Netgear,Système,639,459,nan
06.09.2021,Razer,Chaise,499,399,nan
07.09.2021,Apple,iPhone,529,475,nan
08.09.2021,Joule,Performance,3549,2999,nan
09.09.2021,AOC,AGON,599,299,nan
10.09.2021,Nintendo,Mario,93.20,74,nan
11.09.2021,Deltaco,GAM,231,199,nan
12.09.2021,Lenovo,Smart,73.20,55,nan
13.09.2021,Sony,KE,905,599,nan
14.09.2021,Corsair,RM,115,79,nan
15.09.2021,Apple,MacBook,1679,1479,nan
16.09.2021,Seagate,Game,75,56,nan
18.09.2021,PNY,PRO,46.10,33,nan
19.09.2021,Logitech,Keys,62.60,42,nan
20.09.2021,Sony,Cyber,506,379,nan
21.09.2021,Apple,iPhone, 759, 709 ,nan
22.09.2021,ASUS,ZenBook,1199,949,nan
23.09.2021,Nuki,Barillet,309,239,nan
24.09.2021,Acer,Nitro,269,189,nan
25.09.2021,Anycubic,i3,281,219,nan
26.09.2021,Norton,Deluxe,48,20,nan
27.09.2021,Samsung,Portable,82,53,nan
28.09.2021,Sony,KE,1523,1199,nan
29.09.2021,Sony,WH,399,269,nan
30.09.2021,Samsung,LS,399,289,nan
01.10.2021,Netgear,Hotspot,359,279,nan
02.10.2021,EcoFlow,Centrale,706,555,nan
03.10.2021,Thunr,X3,196,149,nan
04.10.2021,Samsung,QE,1064,899,nan
05.10.2021,Dell,Vostro,949,799,nan
06.10.2021,Arlo,Pro,849,669,nan
07.10.2021,Sandisk,Extreme,195,159,nan
08.10.2021,AOC,27G2U,265,165,nan
09.10.2021,Vitesse,NE,199,119,nan
10.10.2021,GoCrucial,MX,105,79,nan
11.10.2021,Dell,UltraSharp,669,529,nan
13.10.2021,ASUS,ZenBook,1299,999,nan
14.10.2021,Dell,OptiPlex,921,749,nan
15.10.2021,Bowers,Wilkins,314,219,nan
16.10.2021,Denon,Barre,869,629,nan
17.10.2021,Philips,Hue,152,119,nan
18.10.2021,Acer,Nitro,1599,1299,nan
19.10.2021,Samsung,Evo,37,30,nan
21.10.2021,Xqisit,OE,99,60,nan
22.10.2021,Brother,ADS,317,255,nan
23.10.2021,RODE,Wireless,169,129,less GO Vidéographie champ dapplication
24.10.2021,UE,Boom,183,111,3
25.10.2021,Logitech,MX,89,69,3 Sans fil
27.10.2021,Energizer,Recharge,46.60,29.90,Maxi Kit (piles rechargeables + chargeur 8pcs AA AAA 2000mAh)
28.10.2021,Thunder,X3,202,139,Yama1
30.10.2021,LG,Wing,849,699,128 Go Aurora Gray 6.80  Double SIM hybride 64 Mpx 5G
31.10.2021,Beosound,Stage,1326,1099,bluetooth WiFi Airplay 2 multipaires
01.11.2021,ASUS,ZenBook,1899,1499,S 13.90  Intel Core i7-1165G7 16 Go 1000 Go
02.11.2021,LG,UltraGear,249,179, 27GN600-B 27  1920 x 1080 pixels
03.11.2021,Varta,Longlife,37.80,22.90,Power set (48 pcs AAA / LR03 / Micro / AA / LR6 / Mignon)
04.11.2021,Joule,Performance,427,299,Raid Alcantara23223200:00:00
05.11.2021,Samsung,Bar,44,27,Plus V1 2x Bundle 64 Go USB Type A 3.0 3.1
06.11.2021,realme,GT,341,279,Master 128 Go Cosmos Black 6.43  Double SIM 64 Mpx 5G
07.11.2021,Moleskine,Smart,160,129,Writing Set Ellipse A5 rayures PointillÃ©s couverture rigide
08.11.2021,Acer,Nitro,1599,1349,50 Intel Core i7-11700F 16 Go 1024 Go SSD
09.11.2021,TP,Link,25.90,18,TL-SG105 5 Ports
10.11.2021,Targus,DV,229,189,4K universel 2 x HDMI 2 x DisplayPort 60 W USB Type A USB C
13.11.2021,Kingston,XS,268,229,2000 2000 Go
14.11.2021,Pure,Evoquer,249,199,C-D4 DAB+ DAB FM Bluetooth
15.11.2021,Acer,Nitro,1199,899,5 15.60  Intel Core i5-11400H 16 Go 1000 Go
16.11.2021,Logitech,brio,199,139,stream 8.80 Mpx
17.11.2021,ToWD,Elements,338,259,Desktop 14 To
18.11.2021,QNAP,TS,655,489,-451+-8G 0 To
19.11.2021,Samsung,LS,259,159,27AM500NRXEN 27  1920 x 1080 pixels
20.11.2021,Netgear,Système,464,349,mesh Orbi WiFi 6 AX4200 RBK752
21.11.2021,Energizer,Ultimate,47.60,35.90,Lithium 20er Set (20Stk AA / LR6 / Mignon) 
22.11.2021,Dell,UltraSharp,413,319,U2722D 27  2560 x 1440 pixels
23.11.2021,Microsoft,Xbox,303.90,259,Series S + Game Pass Ultimate 3 mois100:00:00
24.11.2021,Dell,Latitu,1264,929,de 5520 15.60  Intel Core i5-1135G7 16 Go 256 Go
25.11.2021,Rode,videoMic, 179,139,Pro R
27.11.2021,Zoom,H5,238,199,portable
28.11.2021,MSI,MPG,156,99,X570 Gaming Plus AM4 AMD X570 ATX
30.11.2021,MSI,Delta,1849,1499,15 15.60  AMD Ryzen 9 5900HX 16 Go 1000 Go
26.12.2021,ASUS,ROG,2244,1799,Zephyrus G14 14  AMD Ryzen 9 5900HS 32 Go 1000 Go
28.12.2021,Varta,LCD,42.70,29.90,Plug Charger kit (8pcs AA et AAA 100mAh piles et chargeur)
29.12.2021,Microsoft,Office,279,199,Famille et Petite Entreprise 2021 (Illimité 1
30.12.2021,Acer,Aspire,749,599,5 15.60  AMD Ryzen 5 5500U 16 Go 512 Go
31.12.2021,Apple,iPhone,999,889,11 Pro 256 Go Gris sidéral 5.80  SIM + eSIM 12 Mpx 4G
01.01.2022,Aukey,Pro,55,25,2 Mpx
02.01.2022,Xtorm,USB,83.80,59,Charger XA031 Travel Bundle 65 W Quick Charge 3.0 Power Delivery 3.0
03.01.2022,Acer,Nitro,267,169,VG272P 27  1920 x 1080 pixels
04.01.2022,Dell,Latitude,1199,899,3420 14  Intel Core i5-1145G7 16 Go 512 Go
05.01.2022,Nextbase,GW,341,259,récepteur GPS 4K
06.01.2022,smarts,VoltHub,138,95,20000 mAh 160 W
07.01.2022,Energizer,Max,59.70,32.90,Alkaline Set (60 pcs AAA AA)
08.01.2022,Samsung,Galaxy,620,539,S20 FE 5G EU 128 Go Cloud Navy 6.50  Double SIM hybride 12 Mpx 5G
11.01.2022,ASUS,ROG,2945,2299,Strix SCAR 17 17.30  AMD Ryzen 9 5900HX 16 Go 1000 Go
12.01.2022,L33T,Energy,200,149,nan
13.01.2022,HP,Victus,999,799,16.10  AMD Ryzen 5 5600H 16 Go 512 Go
14.01.2022,Rolling,Square,36.90,24.90,inCharge X6 0.07 m
15.01.2022,Devolo,Répétiteur,73,49,WiFi 5 1200600:00:00
16.01.2022,Blue,Yeti,120,99,Studio Broadcast home studio Vidéographie baladodiffusion
17.01.2022,Acer,Aspire,899,699,5 15.60  AMD Ryzen 7 5700U 16 Go 1000 Go
18.01.2022,Dell,P2422H,239,189,24  1920 x 1080 pixels
19.01.2022,prolongation,garantieEpson,,399,ET-5170 EcoTank Réservoir dencre Couleur
20.01.2022,Samsung,Galaxy,999,888,Z Flip3 5G CH 256 Go Phantom Black 6.70  SIM + eSIM 12 Mpx 5G
21.01.2022,Microsoft,Casque,85.10,65,sans fil moderne Sans fil
22.01.2022,Netatmo,Sonnette,305,235,vidéo connecter WiFi
23.01.2022,Bose,Sleepbuds,237,189,II8400:00:00
24.01.2022,LG,HU,2095,1689,80KSW Presto 4K 2500 lm 4k Enhanced Laser 30 dB
25.01.2022,Acer,Nitro,1599,1299,N50 Intel Core i7-11700F 16 Go 1024 Go SSD
26.01.2022,Netgear,RAX,399,239,120 Nighthawk
27.01.2022,Norton,360,48.40,29,Deluxe (15 Mt. 5x Android iOs Windows Mac version complète)
28.01.2022,Canon,PIXMA,61.60,35,TS3450 Encre Couleur
29.01.2022,Aftershokz,OpenMove,99,66,nan
30.01.2022,Noxon,Jura,262,199,webradio DAB+ DAB WiFi Bluetooth
31.01.2022,ASUS,ZenBook,1299,949,13 13.30  Intel Core i7-1165G7 16 Go 512 Go
01.02.2022,Samsung,Portable,138,109,T7 Touch (1000 GB)
03.02.2022,Sandisk,Nintendo,50.90,39,Switch microSDXC 256 Go U3 UHS-I
04.02.2022,MSI,Katana,1599,1299,GF76 17.30  Intel Core i7-11800H 8 Go 512 Go
05.02.2022,IT,Dusters,78.40,50,CompuCleaner Xpert
06.02.2022,Drift,DR,309,229,nan
07.02.2022,Samsung,HW,970,699,-Q950T 1 x 546 W
08.02.2022,Sony,OLED,1451,999,XR55A80J 4K OLED 2021 55 
09.02.2022,Logitech,G,109,79,G502 Lightspeed Sans fil
10.02.2022,BenQ,PD,713,579,3200U 3840 x 2160 pixels 32 
11.02.2022,Vitesse,Ultimate,119,79,491 NE-1160 111
12.02.2022,King,Controller,260,209,Gachette numérique et bumper PS5
13.02.2022,RODE,Wireless,163,129,GO Vidéographie champ dapplication
14.02.2022,Samsung,LU,369,249,28R550UQRXEN 3840 x 2160 pixels 28 
15.02.2022,Acer,Aspire,549,439,3 15.60  Intel Core i3-1115G4 8 Go 256 Go
16.02.2022,Samsung,Galaxy,979,777,S21+ 256 Go Phantom Black 6.70  Double SIM 12 Mpx 5G
17.02.2022,Arlo,Ultra,953,639,2 VMS5440B-200EUS 4er-Set 3840 x 2160 pixels
18.02.2022,Canon,Imprimante,125,89,photo mobile Zoemini Thermodirecte Couleur
19.02.2022,Philips,TAT,121,49,8505 ANC
20.02.2022,Pure,Evoke,399,299,C-F6 webradio DAB+ DAB WiFi Bluetooth
21.02.2022,Adobe,Creative,149,99,Cloud Photography Plan 20 go
22.02.2022,Intel,Core,629,479,i9-12900K LGA 1700 3.20 GHz 16 -Core
23.02.2022,HP,ProBook,934,699,455 G8 15.60  AMD Ryzen 7 5800U 16 Go 512 Go
24.02.2022,Crucial,X6,125,85,1000go
25.02.2022,Brother,HL,289,249,L5100dn Laser/LED Noir et blanc
26.02.2022,Wacom,Intuos,179,109,M USB 2540 lpi
27.02.2022,Urbanista,Los,164,119,Angeles ANC
28.02.2022,Apple,MacBook,1499,1299,Air Late 2020 13.30  M1 16 Go 512 Go
01.03.2022,Apple,iPhone,789,738,12 128 Go Noir 6.10  SIM + eSIM 12 Mpx 5G
02.03.2022,Dji,FPV,1179,959,Combo 20 min 795 g 12 Mpx
03.03.2022,Samsung,The,3277,2599,Premiere LSP7 120 pouces 4K 2200 lm WiFi Laser 32 dB
04.03.2022,Crucial,Laptop,152,109,Memory 1 x 32GB DDR4-3200 SO-DIMM 260 broches
05.03.2022,AOC,CU,619,449,34G3S/BK 3440 x 1440 pixels 34 
06.03.2022,Philips,Hue,133,99,White & Color Ambiance BT kit de démarrage E27 6.50 W
07.03.2022,Lenovo,ThinkPad,949,699,E14 Gen 2 14  AMD Ryzen 7 4700U 16 Go 1000 Go
09.03.2022,Arozzi,Arena,299,259,14300:00:00
10.03.2022,Aukey,Sprint,95,75,Ultra 26800 mAh 65 W
11.03.2022,Canon,Boitierr,899,749,EOS RP 26.20 Mpx Plein format
12.03.2022,Polaroid,Hi,92,75,-Print 2x3 Pock Thermodirecte Couleur
13.03.2022,Teufel,Soixante,326,259,webradio DAB+ DAB Bluetooth
14.03.2022,Sony,OLED,1283,949,KE-48A9 4K OLED 2020 48 
15.03.2022,Dell,Latitu,799,599,de 3520 15.60  Intel Core i5-1135G7 8 Go 256 Go
16.03.2022,Acer,Nitro,262,179,VG272S 1920 x 1080 pixels 27 
17.03.2022,Crucial,50,233,169,/1ToCrucial X8 2000 Go
18.03.2022,Dji,Action,364,289,2 Power Combo 120p 4K
19.03.2022,CoreParts,W126091221,75,59, chargeur de batterie Lithium 20000mAh 65w
20.03.2022,Energizer,Recharge,52.40,29.90,Maxi Kit 8 pcs AA AAA 2000mAh + piles + chargeur
21.03.2022,Apple,Watch,449,385,Series 7 45mm Alu
22.03.2022,ASUS,VivoBook,799,529,14 14  Intel Core i5-1135G7 8 Go 512 Go
23.03.2022,Norton,360,55.10,29,Premium (1 j Windows Mac Os iOS Android Version complete
24.03.2022,Nacon,Gaming,149,99,Revolution Unlimited Pro PS4
25.03.2022,Arlo,Ultra,606,479,2 VMS5240B-200EUS 2er-Set 3840 x 2160 pixels
26.03.2022,Sandisk,Extreme,112,79,Pro microSD A2 microSDXC 512 Go U3 UHS-I
27.03.2022,tolino,Vision,205.90,160,6 housse Origami incl. 7  16 Go
28.03.2022,Sony,WF,89,69,-1000XM3 ANC
29.03.2022,HP,Omen,1599,1249,16.10  AMD Ryzen 7 5800H 16 Go 1000 Go
31.03.2022,Microsoft,Surface,69,49,Arc Sans fil
01.04.2022,WD,Red,223,189,Plus 8 To 3.5 CMR
02.04.2022,Belkin,Chargeur,102,75,2 en 1 Boost Charge Pro avec MagSafe 15 W
03.04.2022,Max,Hauri,50.90,35,Set gestion câbles
04.04.2022,Dji,Mavic,1059,789,Air 2 Fly More Combo 34 min 570 g 48 Mpx
05.04.2022,Logitech,MX,95,69,Master 3 Sans fil
06.04.2022,Lenovo,IdeaPad,649,399,Flex 5 156 Intel Core i3-1115G4 8go 256 go
07.04.2022,Logitec,SteamCam,125,89,2mpx
08.04.2022,Netgear,Système,690,439,mesh Orbi Wifi 6 AX4200
09.04.2022,Nintendo,Paper,40,28.90,Mario: The Origami King (switch multilingue)
10.04.2022,Klipsch,The,929,699,Fives 1 paire 320 W
11.04.2022,Acer,Aspire,899,649,5 15.60  AMD Ryzen 7 5700U 16 Go 1000 Go
12.04.2022,Logitech,Ergo,188,149,Bundle K860 + MX Vertical CH Sans fil
13.04.2022,Varta,Longlife,37.80,22,Power Set 48 pcs AAA AA
14.04.2022,Acer,RT,189,99,240Y 1920 x 1080 pixels 24 
15.04.2022,Nothing,Ear,95,79,1
16.04.2022,Philips,TAM,273,199,8905/10 1 x 100 W Spotify Connect Bluetooth WiFi Lecteur de CD
17.04.2022,Xtorm,XP,445,349,300U Power Station
18.04.2022,Microsoft,Surface,87.60,50,Keyboard CH Sans fil
19.04.2022,Dji,Mavic,5199,4499,3 Cine Premium Combo 46 min 899 g 20 Mpx
20.04.2022,Energizer,Kit,75,29,Max Alcaline 60 pcs AAA AA
21.04.2022,Dell,Latitu,1701,1199,de 7420 14  Noyau i7-1185G7 16 Go 512 Go
22.04.2022,WD,Black,199,149,SN850 with Heatsink [Retail]1000 Go M.2 22801100:00:00
23.04.2022,Razer,Hammerhead,149,99,True Wireless Pro3000:00:00
24.04.2022,Denon,CEOL,526,429,N102 x 65 W Lecteur de CD WiFi Bluetooth Multiroom Airplay Spotify Connect4400:00:00
25.04.2022,ASUS,TUF,339,249,Gaming VG27AQ1A2560 x 1440 pixels 27 3300:00:00
26.04.2022,ASUS,ZenBook,1449,979,14 Flip OLED14  AMD Ryzen 7 5800H 16 Go 512 Go00:00:00
27.04.2022,Joule,Force,2499,1799,Nuke RTX 3070TI II7 SEIntel Core i7-11700F 16 Go 1000 Go SSD00:00:00
28.04.2022,Withings,ScanWatch,253,209,42 mm Acier inoxydable33100:00:00
29.04.2022,TP,Link,60.10,45,RÃ©pÃ©titeur Wi-Fi RE5501300 Mbit/s 600 Mbit/s4600:00:00
30.04.2022,Arca,Up,605,489,Bandai Namco Pac Man Legacy Edition1300:00:00
01.05.2022,TomTom,GO,138,99,Classic6 1400:00:00
02.05.2022,Apple,MacBook,1699,1529,Pro â€“ Late 202013.30  M1 16 Go 512 Go19600:00:00
03.05.2022,OPPO,Reno,729,569,6 Pro256 Go Gris lunaire. 6.50  Double SIM 50 Mpx 5G2900:00:00
04.05.2022,HP,ProBook,922,699,455 G815.60  AMD Ryzen 7 5800U 16 Go 512 Go1600:00:00
05.05.2022,Technology,Juice,,819,Technology Juice Booster 2 German Traveller SetCEE 7/7 CEE16 bleu CEE16 rouge CEE32 rouge 22 kW 32 A Type 21200:00:00
06.05.2022,BenQ,GW,210,149,27801920 x 1080 pixels 27 37500:00:00
07.05.2022,Sandisk,Ultra,159,119,Dual Drive Luxe1000 Go USB C USB Type A 3.181900:00:00
08.05.2022,JBL,Project,156,99,Rock Under Armour Flash X3700:00:00
09.05.2022,Acer,Nitro,2199,1199,515.60  AMD Ryzen 7 5800H 16 Go 1000 Go 1000 Go100:00:00
10.05.2022,Apple,Watch,282,234,SE
11.05.2022,Phiips,346E2CUAE,509,359,3440x1440 34
12.05.2022,Klipsch,Set,1792,999,home cinema Advanced
13.05.2022,QNAP,TS,597,499,-253D-4G2 x 4 To WD Red Plus00:00:00
14.05.2022,Canon,EOS,1728,1379,R Kit F/4-7.1 IS STM24 - 105 mm 30.30 Mpx Plein format1500:00:00
15.05.2022,Cellularline,Brassard,38,25,de fitnessSmartphones jusquÃ  551200:00:00
16.05.2022,LG,OLED,1399,1177,55G194K OLED 2021 55 4600:00:00
17.05.2022,OnePlus,9,575,499,8go - 128go Astral Noir 6.55 double sim 48 mpx
18.05.2022,Sennheiser,CX,149,99,Plus True WirelessANC00:00:00
19.05.2022,Dell,Latitu,785,599,de 352015.60  Intel Core i5-1135G7 8 Go 256 Go300:00:00
20.05.2022,IT,Dusters,69,53,CompuCleaner Xpert40000:00:00
21.05.2022,Netgear,RBK,230,189,353 Orbi WiFi 6 Dual Band set de 32700:00:00
22.05.2022,Drift,DR,273,189,500600:00:00
23.05.2022,ASUS,VivoBook,799,499,1414  Intel Core i5-1135G7 8 Go 512 Go700:00:00
24.05.2022,Arlo,Ultra,899,639,2 VMS5440B-200EUS set de 43840 x 2160 pixels19700:00:00
25.05.2022,Brother,Scanner,409,349,ADS-2800W1 x Ethernet WiFi4900:00:00
26.05.2022,Lenovo,Tab,499,389,P115G 11  256 Go Modernist Teal300:00:00
27.05.2022,HORI,Racing,108,85,Wheel APEX PS5300:00:00
28.05.2022,Sandisk,Extreme,59.90,46,Pro SDXC U3SDXC 256 Go U3 UHS-I212500:00:00
29.05.2022,Onkyo,TX,582,479,-NR6967.2 canaux FM AM3700:00:00
30.05.2022,Acer,Aspire,899,599,515.60  AMD Ryzen 7 5700U 16 Go 1000 Go1500:00:00
31.05.2022,Microsoft,Office,279,199,Famille et petite entreprise 2021 illimité 1x Windows mac Os 
01.06.2022,LG,HU,2829,2349,810PW4K 2700 lm Laser 4k Enhanced Laser 28 dB1600:00:00
02.06.2022,Sony,Cyber,519,359,-shot DSC RX100 III24 - 70 mm 20.10 Mpx 112200:00:00
03.06.2022,TwelveSouth,HoverBar,81.60,59,Duo2600:00:00
04.06.2022,HP,MKCH,117,89,Sans fil1800:00:00
05.06.2022,SBS,Selfie,71.20,50,Ring Light avec trépied400:00:00
"06.06.2022,WD,Blue,99,69,SN5501000 Go M.2 228027000:00:00"""
07.06.2022,HP,ProBook,922,699,455 G815.60  AMD Ryzen 7 5800U 16 Go 512 Go2500:00:00
08.06.2022,ASUS,GeForce,1250,999,TUF RTX 3080 GAMING12 Go300:00:00
"09.06.2022,ASUS,TUF,269,199,Gaming VG279QM1920 x 1080 pixels 27 8900:00:00"""
10.06.2022,Energizer,Recharge,46.60,29,Maxi Kit8 pcs AA AAA 2000 mAh Piles rechargeables + chargeur900:00:00
11.06.2022,Dji,OM,160,129,516200:00:00
12.06.2022,Dji,Action,508.90,379,2 Dual-Screen Combo120p 4K00:00:00
14.06.2022,Acer,Nitro,1099,749,N50Intel Core i5-11400F 16 Go 1024 Go SSD500:00:00
15.06.2022,noblechairs,EPIC,369,299,145700:00:00
16.06.2022,Abus,Caméra,233,169,de surveillance WiFi outdoor pivotante/inclinable1920 x 1080 pixels400:00:00
17.06.2022,Harting,Câble,233,179,de recharge pour voiture électriqueType 2 22 kW 32 A 7.50 m200:00:00
18.06.2022,Blue,Yeti,140,99,XStudio Broadcast home studio baladodiffusion2900:00:00
19.06.2022,Withings,ScanWatch,312,229,38 mm Acier inoxydable37000:00:00
20.06.2022,Microsoft,Surface,1158,899,Laptop 415  AMD Ryzen 7 4980U 8 Go 256 Go2000:00:00
21.06.2022,Sony,XR,899,599,55X90J4K LCD/LED 2021 55 2000:00:00
22.06.2022,Lenovo,Yoga,549,439,Tab 1313  128 Go Noir de lombre3500:00:00
23.06.2022,Acer,Nitro,215,129,QG271bii1920 x 1080 pixels 27 10100:00:00
24.06.2022,Kingston,XS,253,199,20002000 Go1900:00:00
25.06.2022,Aukey,PA,45.20,37,-PD20 2-en-1 chargeur et chargeur de secours20 W100:00:00
26.06.2022,Nixplay,Cadre,189,126,photo numérique connect 1280 x 800 pixels1600:00:00
27.06.2022,Dell,Latitu,1110,799,de 542014  Intel Core i5-1145G7 16 Go 256 Go00:00:00
28.06.2022,Samsung,Galaxy,222,169,Tab A84G 10.50  32 Go gris1500:00:00
29.06.2022,Sony,WF,135,66,-1000XM3ANC111100:00:00
30.06.2022,Samsung,LS,355,299,34J550WQRXEN3440 x 1440 pixels 34 21000:00:00
01.07.2022,Crucial,MX,375,299,5004000 Go 2.5101000:00:00
02.07.2022,Olympus,BoÃ®tier,1499,1149,OM-D E-M1 Mark III20.40 Mpx Micro Four Thirds3300:00:00
04.07.2022,Apple,MacBook,2249,1779,Pro 13 â€“ Late 202013.30  M1 16 Go 2000 Go4300:00:00
05.07.2022,ASUS,ROG,3945,2999,Strix GA35DXAMD Ryzen 9 5900X 32 Go 2000 Go SSD00:00:00
06.07.2022,Canon,EOS,1668,1379,R Kit F/4-7.1 IS STM24 - 105 mm 30.30 Mpx Plein format1600:00:00
07.07.2022,HP,M404dn,255,199,LaserJet ProLaser Noir et blanc14100:00:00
08.07.2022,Samsung,Portable,77,55,T7 Blue500 Go151400:00:00
09.07.2022,Zens,in,143,99,1 Magnetic Alu Charger30 W400:00:00
10.07.2022,Sandisk,Nintendo,104,79,SwitchmicroSDXC 512 Go U1 UHS-I82100:00:00
11.07.2022,Gigabyte,Aorus,3399,2499,Model SAMD Ryzen 9 5900X 32 Go 3000 Go00:00:00
12.07.2022,Netgear,MR,769,599,5200 Nighthawk M5 5G WiFi 68300:00:00
13.07.2022,Technology,Set,,949,Juice Booster 2 Swiss EVCEE32 rouge CEE16 rouge Type 2 Type 13 22 kW 32 A Type 21000:00:00
14.07.2022,HP,E24mv,249,189,G41920 x 1080 pixels 24 100:00:00
15.07.2022,TCL,43P6154K,326,269,LCD 2020 43 10600:00:00
16.07.2022,PNY,Pro,198,99,Elite1000 Go USB Type A 3.04100:00:00
17.07.2022,Varta,Kit,41.70,29.90,LCD Plug Charger (8pcs AA AAA 1000 mAh piles + rechargeur)
18.07.2022,Logitech,MX,91.90,59,MasterÂ Mac EditionSans fil59300:00:00
19.07.2022,DJI,Mavic,2499,2099,3 Fly More Combo46 min 895 g 20 Mpx3600:00:00
'21.07.2022,Adobe,Creative,149,99,Cloud Photography Plan 20go (Windows et Mac)
22.07.2022,Jabra,Elite,153,119,7 ActiveANC2700:00:00
23.07.2022,Arlo,Pro,599,499,4 Spotlight VMC4450P-100EUS set de 42688 x 1520 pixels11500:00:00
24.07.2022,TI,Nspire,139,119,CX II-T CASBatterie43600:00:00
25.07.2022,Lenovo,ThinkPad,1059,779,E14 Gen 214  Intel Core i5-1135G7 16 Go 512 Go00:00:00
26.07.2022,Sony,ZV,672,549,-124 - 70 mm 20.10 Mpx 18300:00:00
27.07.2022,WD,Black,141,115,SN850 with heatsink1000 Go M.2 22809300:00:00
28.07.2022,Philips,Base,170,139,Hue Gradient Ambiance + extensionMulticolore9200:00:00
29.07.2022,Acer,Nitro,189,99,VG240Y1920 x 1080 pixels 24 19300:00:00
'21.07.2022,Adobe,Creative,149,99, Norton 360 Deluxe 15 Mt. 5 x Android iOS Windows macOS Version complète'
31.07.2022,Epson,EcoTank,446,379,ET-5170RÃ©servoir dencre Couleur6600:00:00
01.08.2022,LG,HU,2098,1649,80KSW Presto4K 2500 lm 4k Enhanced Laser 30 dB14200:00:00
02.08.2022,Acer,Aspire,804,599,315.60  Intel Core i5-1135G7 16 Go 512 Go2100:00:00
03.08.2022,MSI,MEG,2295,1799,Infinite X 11Intel Core i7-11700KF 16 Go 1000 Go 1 To HDD SSD00:00:00
04.08.2022,Samsung,Galaxy,254,189,A52128 Go Lavande 6.50  Double SIM 64 Mpx 4G45000:00:00
05.08.2022,Canon,EOS,1084,829,90D boitier 32.50 Mpx APS-C / DX7400:00:00
06.08.2022,Netatmo,Capteur,109,85,de qualitÃ© de lair connectÃ©7600:00:00
07.08.2022,Sony,OLED,1283,799,KE-48A9 4K OLED 2020 48 
08.08.2022,HP,ProBook,890,749,445 G8 14  AMD Ryzen 7 5800U 16 Go 512 Go CH
09.08.2022,Lenovo,Tab,499,349,P11 5G 11  256 Go Modernist Teal
10.08.2022,Apple,iMac,1431,1249,â€“ 2021 24  M1 8 Go 256 Go SSD
11.08.2022,BenQ,GW,209,149,2780 1920 x 1080 pixels 27 
12.08.2022,Canon,Imprimante,105,89,photo mobile Zoemini Thermodirecte Couleur
13.08.2022,UE,Wonderboom,107, 79,(13h)
14.08.2022,Kingston,FURY,243,199,Renegade 2000 Go M.2 2280
15.08.2022,Logitech,G,106,59,G502 Lightspeed Sans fil
16.08.2022,Dell,Vostro,809,599,5510 15.60  Intel Core i5-11320H 16 Go 512 Go CH
17.08.2022,TP,Link,339,229,SystÃ¨me mesh Deco X50 set de 3200:00:00
18.08.2022,TomTom,GO,295,199,Discover EU 7 
19.08.2022,SumUp,Kit,149,109,3G + imprimante8700:00:00
20.08.2022,Sony,Kit,489,379,Alpha 6000 16 - 50 mm 24 Mpx APS-C / DX
21.08.2022,SanDisk,Extreme,209,159,microSD A2 microSDXC 1000 Go U3 UHS-I
22.08.2022,Xtorm,SolarBooster,183,149,21W+Rugged Powbank 10000 mAh
23.08.2022,ASUS,ProArt,2862,2099,StudioBook 16 16  AMD Ryzen 9 5900HX 32 Go 2000 Go CH
24.08.2022,AOC,CU,459,379,34G2X/BK 3440 x 1440 pixels 34 
25.08.2022,Rolling,Square,24.50,19,inCharge X6 0.07 m
26.08.2022,Kingston,DataTraveler,119,99,Max 1000 Go USB C 3.2
27.08.2022,Corsair,T3,275,229,Rush31200:00:00
28.08.2022,LG,DSP,546,399,8YA200:00:00
29.08.2022,Microsoft,Xbox,300.90,259,Series S + Game Pass Ultimate 3 mois800:00:00
31.08.2022,Philips,PUS,849,649,8506 Ambilight 4K LED 2021 65 
02.09.2022,Microsoft,Casque,86,65,sans fil moderne Sans fil
03.09.2022,Energizer,Max,50.20,29.90,Alkaline Bundle(48pcs AAA AA)
04.09.2022,Samsung,Portable,72,50,T7 Blue 500 Go
05.09.2022,Sony,OLED,1146,969,XR55A80J 4K OLED 2021 55 
06.09.2022,Dell,XPS,2299,1499,15 9510 15.60  Intel Core i7-11800H 16 Go 512 Go CH
07.09.2022,Corsair,K100,270,169,CH Filaire
08.09.2022,IT,Dusters,69,53,CompuCleaner Xpert45800:00:00
09.09.2022,Brother,HL,289,199,-L5100dn Laser Noir et blanc
10.09.2022,Aukey,USB,35.90,22,A â€“ USB Type-C Nylon pack de 5114900:00:00
11.09.2022,Chipolo,Smart,68.30,50,Tracker Spot Bundle200:00:00
12.09.2022,ASUS,ROG,3999,2999,Strix GA35 AMD Ryzen 9 5900X 32 Go 2000 Go PCIe Card SSD
13.09.2022,HP,M283fdw,499,399,Color LaserJet Pro Laser Couleur
15.09.2022,Nikon,Boitier,2549,2149,D850 45.70 Mpx Plein format
16.09.2022,Lenovo,ThinkVision,248,179,M14 1920 x 1080 pixels 14 
17.09.2022,Miami,ANC,,89,50 h
18.09.2022,ZenWiFi,Pro,,549,XT12 Wi-Fi 6300:00:00
19.09.2022,Swift,Intel,,599,Core i7-1165G7 16 Go 512 Go
20.09.2022,Sandberg,Solar,103,79,6-Panel 20000 mAh 20 W
22.09.2022,Acer,Nitro,263,159,VG272S 1920 x 1080 pixels 27 
